x,y,z,intensity,r,g,b
-20.22,-88.448,-1.914,-1594,29,30,32
-20.202,-88.449,-1.914,-1548,28,29,31
-20.246,-88.481,-1.893,-1499,26,26,26
-20.226,-88.472,-1.893,-1596,26,26,26
-20.183,-88.446,-1.931,-1673,31,32,34
-20.199,-88.434,-1.892,-1514,25,25,25
-20.131,-88.382,-1.906,-1584,27,27,29
-20.149,-88.381,-1.905,-1514,25,26,28
-20.029,-88.426,-1.946,-1465,33,39,37
-20.071,-88.449,-1.997,-1339,42,43,47
-20.071,-88.447,-1.986,-1335,42,43,47
-20.09,-88.449,-1.98,-1339,40,41,45
-20.091,-88.453,-1.969,-1376,38,42,43
-20.017,-88.457,-1.979,-1330,40,41,45
-20.054,-88.452,-1.98,-1342,40,41,45
-20.057,-88.464,-1.969,-1429,37,41,44
-20.036,-88.459,-1.979,-1332,39,40,44
-20.037,-88.462,-1.969,-1504,35,39,40
-20.056,-88.461,-1.947,-1535,32,38,36
-20.014,-88.443,-1.967,-1381,40,41,45
-20.015,-88.448,-1.945,-1424,30,34,35
-20.102,-88.418,-1.982,-1342,40,41,43
-20.104,-88.428,-1.97,-1380,38,42,43
-20.111,-88.379,-1.947,-1537,30,36,34
-20.091,-88.453,-1.913,-1457,33,24,27
-20.052,-88.443,-1.914,-1637,35,26,29
-20.033,-88.445,-1.913,-1596,33,27,31
-20.076,-88.389,-1.923,-1562,32,30,31
-20.11,-88.376,-1.913,-1563,32,26,28
-20.005,-88.403,-1.911,-1478,27,25,28
-20.007,-88.411,-1.933,-1452,28,29,31
-20.03,-88.429,-1.924,-1501,32,32,34
-20.056,-88.381,-1.933,-1512,33,31,32
-20.056,-88.383,-1.912,-1476,35,26,29
-20.009,-88.421,-1.889,-1701,29,22,29
-20.056,-88.382,-1.891,-1534,30,21,26
-20.037,-88.38,-1.89,-1409,34,23,29
-20.002,-88.39,-1.877,-1516,24,24,26
-20.023,-88.399,-1.891,-1525,33,24,29
-20.165,-88.369,-1.952,-1426,35,39,40
-20.166,-88.372,-1.907,-1496,25,27,26
-20.161,-88.351,-1.895,-1563,25,27,26
-20.146,-88.366,-1.893,-1596,23,27,28
-20.213,-88.255,-1.876,-1568,25,23,24
-20.049,-88.349,-1.943,-1537,30,39,36
-20.107,-88.364,-1.981,-1455,40,41,43
-20.108,-88.366,-1.959,-1494,29,40,36
-20.091,-88.373,-1.946,-1529,32,38,36
-20.07,-88.361,-1.944,-1542,30,39,36
-20.09,-88.369,-1.923,-1629,34,30,31
-20.101,-88.337,-1.89,-1575,26,24,27
-20.081,-88.329,-1.889,-1399,29,23,27
-20.082,-88.329,-1.877,-1401,25,25,27
-20.057,-88.302,-1.877,-1573,26,24,27
-20.196,-88.421,-1.859,-1437,26,24,25
-20.209,-88.477,-1.871,-1476,26,24,25
-20.204,-88.376,-1.835,-1558,28,26,27
-20.056,-88.382,-1.87,-1527,25,23,26
-20.039,-88.385,-1.869,-1478,26,24,27
-20.037,-88.378,-1.858,-1457,21,25,26
-20.018,-88.377,-1.835,-1532,17,19,16
-20.234,-88.263,-1.868,-1534,25,23,24
-20.203,-88.371,-1.857,-1503,27,25,26
-20.22,-88.366,-1.858,-1657,27,25,26
-20.2,-88.362,-1.824,-1642,28,26,27
-20.139,-88.336,-1.858,-1552,26,24,25
-20.144,-88.358,-1.871,-1580,22,26,25
-20.159,-88.341,-1.872,-1537,26,26,26
-20.157,-88.332,-1.85,-1540,30,26,27
-20.183,-88.367,-1.836,-1493,29,27,28
-20.234,-88.266,-1.858,-1486,25,23,24
-20.214,-88.259,-1.832,-1468,26,24,25
-20.196,-88.261,-1.833,-1489,26,24,25
-20.214,-88.259,-1.821,-1530,26,24,25
-20.196,-88.259,-1.822,-1498,26,24,25
-20.199,-88.273,-1.8,-1525,27,25,26
-20.243,-88.304,-1.777,-1471,26,26,24
-20.244,-88.308,-1.766,-1504,26,26,24
-20.225,-88.305,-1.778,-1512,26,26,24
-20.225,-88.305,-1.766,-1498,25,25,23
-20.203,-88.292,-1.767,-1643,26,26,24
-20.206,-88.305,-1.779,-1450,26,26,24
-20.159,-88.258,-1.801,-1645,29,27,28
-20.183,-88.287,-1.778,-1637,28,28,26
-20.056,-88.299,-1.854,-1421,22,26,27
-20.015,-88.367,-1.868,-1491,27,25,28
-20.012,-88.353,-1.857,-1522,22,26,27
-20.012,-88.35,-1.813,-1509,41,31,29
-20.083,-88.256,-1.866,-1452,24,25,27
-20.075,-88.302,-1.854,-1496,24,25,27
-20.102,-88.258,-1.87,-1568,22,26,27
-20.075,-88.299,-1.831,-1521,26,27,29
-20.089,-88.283,-1.821,-1547,27,25,26
-20.087,-88.271,-1.832,-1481,29,23,25
-20.038,-88.301,-1.857,-1566,21,25,26
-20.055,-88.293,-1.831,-1485,22,28,28
-20.038,-88.303,-1.837,-1562,19,28,25
-20.056,-88.301,-1.821,-1455,24,28,27
-20.009,-88.253,-1.811,-1506,35,31,28
-20.01,-88.261,-1.8,-1450,38,24,23
-20.027,-88.252,-1.794,-1524,40,30,29
-20.027,-88.253,-1.783,-1525,40,30,29
-20.045,-88.251,-1.775,-1519,38,28,27
-20.012,-88.268,-1.779,-1453,89,68,65
-20.137,-88.246,-1.838,-1442,30,26,27
-20.143,-88.192,-1.811,-1543,29,27,28
-20.126,-88.2,-1.78,-1712,26,28,25
-20.156,-88.246,-1.758,-1453,27,27,25
-20.137,-88.247,-1.758,-1444,26,26,24
-20.007,-88.246,-1.833,-1503,27,33,29
-20.081,-88.246,-1.854,-1499,24,24,26
-20.098,-88.238,-1.847,-1498,31,22,25
-20.096,-88.229,-1.835,-1493,32,21,25
-20.117,-88.241,-1.834,-1421,37,22,27
-20.096,-88.229,-1.813,-1634,29,23,25
-20.124,-88.189,-1.813,-1470,31,27,28
-20.025,-88.247,-1.814,-1525,25,27,26
-20.062,-88.242,-1.818,-1391,26,28,27
-20.124,-88.191,-1.803,-1507,29,27,28
-20.097,-88.235,-1.802,-1421,26,26,26
-20.078,-88.236,-1.797,-1501,27,27,27
-20.11,-88.211,-1.8,-1466,26,25,23
-20.109,-88.206,-1.777,-1440,19,28,23
-20.111,-88.214,-1.765,-1432,26,27,22
-20.071,-88.203,-1.774,-1499,27,29,26
-20.092,-88.211,-1.779,-1432,22,28,24
-20.091,-88.208,-1.756,-1424,28,27,25
-20.07,-88.198,-1.763,-1460,33,27,27
-20.052,-88.2,-1.795,-1465,28,27,25
-20.039,-88.222,-1.797,-1499,27,27,27
-20.052,-88.201,-1.784,-1486,28,27,25
-20.043,-88.243,-1.764,-1527,45,27,27
-20.055,-88.211,-1.762,-1542,37,23,23
-20.422,-88.271,-1.62,-1657,26,26,26
-20.482,-88.376,-1.678,-1586,23,21,22
-20.411,-88.306,-1.657,-1645,27,27,25
-20.482,-88.374,-1.656,-1665,23,23,23
-20.377,-88.321,-1.679,-1583,32,31,29
-20.398,-88.332,-1.657,-1591,29,29,27
-20.449,-88.305,-1.633,-1617,25,25,25
-20.428,-88.298,-1.642,-1571,25,25,25
-20.408,-88.293,-1.635,-1624,27,27,25
-20.268,-88.331,-1.743,-1634,27,27,29
-20.411,-88.469,-1.512,-1647,27,25,26
-20.392,-88.301,-1.601,-1452,30,29,27
-20.46,-88.277,-1.6,-1665,26,24,25
-20.446,-88.293,-1.622,-1647,25,25,25
-20.44,-88.266,-1.599,-1689,27,25,26
-20.461,-88.283,-1.578,-1634,27,25,26
-20.459,-88.276,-1.567,-1601,27,25,26
-20.411,-88.304,-1.624,-1468,28,28,26
-20.407,-88.288,-1.601,-1470,29,28,26
-20.427,-88.295,-1.566,-1514,26,24,25
-20.393,-88.306,-1.579,-1665,30,29,27
-20.394,-88.312,-1.567,-1540,30,29,27
-20.435,-88.256,-1.577,-1645,27,25,26
-20.476,-88.347,-1.547,-1658,28,24,25
-20.494,-88.261,-1.542,-1717,29,25,26
-20.462,-88.288,-1.525,-1540,26,26,24
-20.465,-88.301,-1.514,-1501,26,26,24
-20.479,-88.277,-1.525,-1489,27,27,25
-20.478,-88.275,-1.515,-1504,27,27,25
-20.442,-88.281,-1.512,-1589,26,26,24
-20.417,-88.252,-1.532,-1617,27,23,24
-20.38,-88.251,-1.511,-1499,27,25,26
-20.374,-88.307,-1.6,-1529,29,29,27
-20.374,-88.31,-1.589,-1589,30,29,27
-20.374,-88.31,-1.566,-1534,30,29,27
-20.325,-88.257,-1.545,-1442,29,28,26
-20.179,-88.267,-1.577,-1635,95,92,83
-20.14,-88.259,-1.725,-1412,26,26,24
-20.245,-88.311,-1.746,-1534,25,25,25
-20.126,-88.28,-1.71,-1532,28,29,24
-20.161,-88.267,-1.703,-1512,31,27,26
-20.16,-88.266,-1.692,-1539,33,29,26
-20.144,-88.277,-1.703,-1558,29,28,24
-20.194,-88.253,-1.632,-1640,48,39,32
-20.218,-88.276,-1.634,-1673,35,28,22
-20.179,-88.265,-1.632,-1588,86,78,67
-20.124,-88.269,-1.744,-1514,26,27,22
-20.114,-88.307,-1.746,-1639,30,26,25
-20.199,-88.272,-1.577,-1645,92,85,79
-20.227,-88.314,-1.58,-1506,65,58,52
-20.233,-88.342,-1.57,-1507,65,58,52
-20.096,-88.311,-1.514,-1560,45,47,44
-20.253,-88.106,-1.508,-1529,45,34,30
-20.265,-88.158,-1.632,-1547,33,29,30
-20.337,-88.226,-1.632,-1458,33,35,34
-20.284,-88.16,-1.629,-1537,32,32,32
-20.287,-88.092,-1.724,-1532,29,28,26
-20.269,-88.095,-1.706,-1519,26,24,25
-20.288,-88.096,-1.702,-1525,27,25,26
-20.29,-88.105,-1.691,-1645,26,24,25
-20.251,-88.098,-1.688,-1535,28,26,27
-20.27,-88.099,-1.683,-1507,27,27,27
-20.276,-88.123,-1.673,-1560,27,27,27
-20.255,-88.116,-1.665,-1503,28,26,27
-20.388,-88.207,-1.566,-1501,28,27,25
-20.489,-88.24,-1.598,-1511,26,24,25
-20.49,-88.245,-1.587,-1532,26,24,25
-20.479,-88.199,-1.564,-1562,26,24,25
-20.396,-88.24,-1.578,-1622,28,27,25
-20.467,-88.225,-1.546,-1688,28,24,25
-20.49,-88.246,-1.53,-1634,27,25,26
-20.429,-88.229,-1.543,-1640,28,24,25
-20.431,-88.232,-1.533,-1525,25,23,24
-20.414,-88.24,-1.543,-1625,27,23,24
-20.378,-88.241,-1.522,-1543,27,25,26
-20.409,-88.216,-1.51,-1578,25,25,23
-20.387,-88.202,-1.522,-1488,26,24,25
-20.39,-88.213,-1.511,-1584,26,24,25
-20.382,-88.178,-1.543,-1494,29,25,24
-20.265,-88.159,-1.621,-1543,31,27,26
-20.314,-88.21,-1.613,-1424,32,32,32
-20.338,-88.228,-1.621,-1485,33,35,34
-20.331,-88.2,-1.598,-1408,29,31,28
-20.314,-88.208,-1.601,-1419,30,30,28
-20.339,-88.233,-1.576,-1412,28,30,27
-20.313,-88.203,-1.579,-1483,29,29,27
-20.335,-88.217,-1.565,-1581,29,29,27
-20.316,-88.216,-1.568,-1550,29,29,27
-20.266,-88.163,-1.598,-1514,31,27,26
-20.287,-88.171,-1.618,-1509,32,30,31
-20.289,-88.179,-1.595,-1542,30,29,27
-20.29,-88.185,-1.584,-1517,29,28,26
-20.27,-88.179,-1.576,-1652,32,26,26
-20.269,-88.174,-1.565,-1558,32,26,26
-20.335,-88.217,-1.543,-1614,28,28,26
-20.374,-88.227,-1.544,-1617,30,26,25
-20.349,-88.2,-1.541,-1522,29,28,26
-20.335,-88.217,-1.532,-1537,27,27,25
-20.348,-88.194,-1.53,-1619,29,28,26
-20.314,-88.209,-1.522,-1645,32,33,27
-20.314,-88.21,-1.511,-1506,33,32,27
-20.292,-88.192,-1.539,-1650,31,27,26
-20.326,-88.178,-1.508,-1566,26,28,27
-20.278,-88.132,-1.561,-1537,31,27,26
-20.264,-88.153,-1.542,-1545,34,28,28
-20.286,-88.166,-1.528,-1552,32,28,25
-20.285,-88.163,-1.506,-1539,32,28,19
-20.26,-88.135,-1.531,-1553,38,30,28
-20.183,-88.122,-1.621,-1522,37,28,23
-20.167,-88.134,-1.742,-1604,26,26,24
-20.181,-88.196,-1.72,-1507,23,21,24
-20.174,-88.247,-1.744,-1534,27,27,25
-20.153,-88.236,-1.746,-1525,27,27,25
-20.137,-88.246,-1.748,-1450,26,26,24
-20.152,-88.229,-1.724,-1586,28,26,27
-20.162,-88.191,-1.721,-1480,26,24,25
-20.181,-88.197,-1.71,-1471,25,23,24
-20.162,-88.192,-1.709,-1417,29,25,24
-20.203,-88.13,-1.722,-1481,26,26,28
-20.194,-88.172,-1.742,-1540,25,25,23
-20.204,-88.132,-1.701,-1444,27,25,26
-20.207,-88.145,-1.69,-1450,27,25,26
-20.185,-88.13,-1.719,-1457,27,27,29
-20.185,-88.133,-1.708,-1527,28,26,27
-20.24,-88.208,-1.674,-1552,32,28,29
-20.236,-88.193,-1.63,-1485,34,29,26
-20.183,-88.202,-1.676,-1503,35,30,27
-20.215,-88.18,-1.67,-1506,29,24,21
-20.233,-88.179,-1.652,-1543,31,25,25
-20.248,-88.164,-1.634,-1463,35,29,29
-20.242,-88.139,-1.656,-1562,32,28,27
-20.203,-88.128,-1.649,-1648,33,25,23
-20.206,-88.143,-1.628,-1547,40,30,28
-20.174,-88.167,-1.686,-1611,31,27,26
-20.147,-88.129,-1.652,-1619,69,60,51
-20.13,-88.133,-1.646,-1578,72,63,54
-20.13,-88.134,-1.635,-1532,94,86,75
-20.003,-88.147,-1.728,-1499,49,41,30
-20.074,-88.217,-1.741,-1642,29,27,28
-20.076,-88.226,-1.729,-1517,29,27,28
-20.109,-88.204,-1.72,-1529,23,30,22
-20.09,-88.205,-1.722,-1514,27,31,30
-20.097,-88.233,-1.711,-1637,32,32,32
-20.053,-88.202,-1.728,-1601,44,30,29
-20.023,-88.235,-1.741,-1655,49,41,30
-20.113,-88.138,-1.69,-1655,34,29,25
-20.018,-88.131,-1.705,-1460,40,38,26
-20.045,-88.17,-1.704,-1619,42,30,30
-20.046,-88.171,-1.693,-1666,44,32,32
-20.001,-88.14,-1.707,-1588,48,49,33
-20.001,-88.137,-1.686,-1539,51,54,37
-20.056,-88.139,-1.682,-1470,37,28,33
-20.056,-88.135,-1.671,-1532,38,27,35
-20.036,-88.13,-1.669,-1548,41,29,29
-20.143,-88.109,-1.674,-1575,36,28,25
-20.182,-88.118,-1.653,-1512,34,26,23
-20.164,-88.119,-1.652,-1632,43,36,30
-20.015,-88.117,-1.739,-1452,42,33,26
-20.015,-88.117,-1.727,-1462,42,33,26
-20.034,-88.12,-1.737,-1543,44,30,29
-20.069,-88.113,-1.686,-1622,37,33,34
-20.124,-88.107,-1.667,-1647,49,42,34
-20.109,-88.123,-1.666,-1640,42,33,28
-20.009,-88.093,-1.682,-1563,39,39,29
-20.01,-88.096,-1.671,-1558,36,36,26
-20.029,-88.099,-1.646,-1679,42,30,32
-20.013,-88.109,-1.648,-1576,37,34,25
-20.015,-88.118,-1.637,-1563,36,32,23
-20.073,-88.047,-1.649,-1540,41,32,35
-20.029,-88.02,-1.645,-1458,40,30,38
-20.034,-88.039,-1.634,-1468,39,32,40
-20.046,-88.01,-1.649,-1599,39,32,39
-20.014,-88.029,-1.633,-1697,42,30,32
-20.172,-88.154,-1.564,-1362,61,56,50
-20.24,-88.209,-1.62,-1424,34,29,26
-20.208,-88.232,-1.6,-1647,58,51,43
-20.221,-88.208,-1.619,-1489,43,33,31
-20.143,-88.188,-1.581,-1629,89,85,73
-20.246,-88.154,-1.61,-1563,33,28,25
-20.248,-88.163,-1.6,-1529,33,28,25
-20.234,-88.183,-1.596,-1448,37,29,27
-20.248,-88.167,-1.577,-1558,35,27,25
-20.249,-88.172,-1.565,-1486,35,27,25
-20.154,-88.158,-1.564,-1553,72,69,60
-20.239,-88.125,-1.542,-1473,37,28,29
-20.247,-88.161,-1.531,-1519,40,30,31
-20.148,-88.129,-1.519,-1463,75,76,68
-20.135,-88.156,-1.527,-1475,67,68,62
-20.019,-88.134,-1.615,-1663,53,46,38
-20.012,-88.186,-1.602,-1489,56,48,37
-20.095,-88.224,-1.505,-1553,37,42,38
-20.036,-88.13,-1.545,-1412,65,57,55
-20.024,-88.158,-1.548,-1562,63,66,55
-20.045,-88.169,-1.523,-1620,47,48,43
-20.008,-88.171,-1.505,-1442,47,48,43
-20.164,-88.122,-1.619,-1624,48,39,32
-20.194,-88.089,-1.575,-1463,55,47,44
-20.215,-88.1,-1.584,-1534,36,28,26
-20.194,-88.091,-1.565,-1457,55,47,44
-20.215,-88.1,-1.562,-1547,36,28,26
-20.214,-88.097,-1.54,-1455,38,29,30
-20.198,-88.105,-1.545,-1394,42,34,32
-20.238,-88.122,-1.507,-1512,56,40,41
-20.215,-88.101,-1.529,-1601,41,31,32
-20.199,-88.109,-1.524,-1534,43,33,31
-20.141,-88.1,-1.541,-1555,72,72,62
-20.16,-88.102,-1.54,-1543,47,42,36
-20.142,-88.106,-1.508,-1466,79,80,72
-20.198,-88.025,-1.505,-1596,59,40,44
-20.167,-88.053,-1.543,-1445,49,44,40
-20.164,-88.041,-1.52,-1498,56,46,36
-20.168,-88.056,-1.51,-1527,56,46,36
-20.183,-88.042,-1.502,-1563,65,50,47
-20.15,-88.059,-1.506,-1458,58,52,36
-20.018,-88.051,-1.612,-1521,57,42,45
-20.023,-88.069,-1.6,-1553,60,46,46
-20.081,-88.002,-1.608,-1558,73,71,59
-20.07,-88.032,-1.614,-1558,55,64,61
-20.084,-88.012,-1.597,-1558,69,69,57
-20.072,-88.042,-1.592,-1480,60,73,66
-20.072,-88.04,-1.58,-1525,64,75,69
-20.09,-88.037,-1.575,-1562,67,69,56
-20.091,-88.046,-1.564,-1542,67,69,56
-20.036,-88.05,-1.612,-1468,47,46,51
-20.035,-88.046,-1.6,-1596,51,52,56
-20.053,-88.041,-1.593,-1535,48,57,56
-20.052,-88.036,-1.582,-1539,60,69,68
-20.077,-88.064,-1.557,-1521,49,52,45
-20.115,-88.069,-1.558,-1527,60,60,48
-20.079,-88.071,-1.546,-1468,60,57,52
-20.081,-88.081,-1.524,-1504,59,56,51
-20.059,-88.065,-1.559,-1471,39,41,38
-20.031,-88.108,-1.555,-1429,56,46,45
-20.04,-88.067,-1.555,-1563,42,40,43
-20.062,-88.08,-1.537,-1489,48,47,45
-20.043,-88.081,-1.544,-1448,50,46,47
-20.015,-88.118,-1.526,-1614,73,76,65
-20.011,-88.101,-1.502,-1601,49,50,45
-20.062,-88.081,-1.526,-1432,54,53,51
-20.093,-88.051,-1.542,-1439,54,54,44
-20.108,-88.035,-1.536,-1532,57,59,48
-20.094,-88.059,-1.519,-1450,51,52,54
-20.112,-88.053,-1.504,-1501,51,52,54
-20.094,-88.056,-1.508,-1521,44,47,52
-20.967,-89.0,-1.266,-1155,61,52,53
-20.967,-89.0,-1.255,-1136,54,45,46
-20.984,-88.996,-1.273,-1412,59,53,55
-20.59,-88.51,-1.26,-1630,28,29,24
-20.646,-88.593,-1.448,-1483,25,23,26
-20.629,-88.602,-1.443,-1471,26,24,27
-20.61,-88.597,-1.44,-1553,28,26,29
-20.92,-88.963,-1.066,-1404,56,51,47
-20.984,-88.996,-1.25,-1150,48,43,40
-20.984,-88.996,-1.228,-1118,57,52,49
-20.984,-88.998,-1.216,-1150,65,57,54
-20.983,-88.995,-1.193,-736,61,54,48
-20.967,-88.999,-1.197,-1229,73,64,55
-20.963,-88.982,-1.162,-1445,60,53,45
-20.984,-88.999,-1.17,-1498,59,52,46
-20.942,-88.979,-1.171,-1389,71,63,52
-20.945,-88.989,-1.159,-1532,60,53,43
-20.965,-88.99,-1.14,-1471,89,85,82
-20.976,-88.964,-1.136,-1386,83,75,72
-20.925,-88.984,-1.17,-1553,74,64,54
-20.888,-88.987,-1.155,-1388,81,78,71
-20.869,-88.988,-1.143,-1376,83,80,73
-20.909,-88.997,-1.066,-1543,50,46,43
-20.975,-88.959,-1.125,-1344,81,73,71
-20.966,-88.993,-1.117,-1365,74,70,69
-20.966,-88.995,-1.106,-1399,59,53,53
-20.975,-88.959,-1.102,-1222,83,78,75
-20.98,-88.981,-1.08,-1335,43,38,35
-20.967,-88.999,-1.082,-1396,48,37,33
-20.944,-88.987,-1.067,-1350,46,41,37
-20.959,-88.963,-1.071,-1375,39,32,26
-20.984,-88.997,-1.011,-1540,64,56,54
-20.89,-88.999,-1.062,-1344,53,52,48
-20.872,-88.999,-1.122,-1362,56,58,55
-20.871,-88.994,-1.08,-1404,56,48,46
-20.514,-88.512,-1.223,-1727,33,35,30
-20.531,-88.504,-1.225,-1661,33,33,31
-20.565,-88.568,-1.238,-1562,30,31,26
-20.587,-88.583,-1.204,-1548,33,29,28
-20.271,-88.67,-1.462,-1712,83,86,77
-20.097,-88.56,-1.426,-1519,33,29,28
-20.231,-88.658,-1.406,-1625,33,35,30
-20.495,-88.513,-1.237,-1557,55,60,53
-20.496,-88.517,-1.226,-1578,33,38,32
-20.514,-88.267,-1.326,-1529,31,30,28
-20.536,-88.279,-1.313,-1557,29,28,24
-20.527,-88.404,-1.407,-1478,28,26,29
-20.51,-88.25,-1.439,-1630,28,28,30
-20.516,-88.355,-1.497,-1486,25,27,26
-20.564,-88.325,-1.416,-1642,28,26,27
-20.568,-88.34,-1.405,-1545,28,26,27
-20.55,-88.341,-1.403,-1565,28,26,27
-20.551,-88.346,-1.38,-1558,29,27,28
-20.5,-88.288,-1.417,-1527,28,26,29
-20.645,-88.429,-1.363,-1493,34,32,35
-20.667,-88.444,-1.355,-1576,37,35,38
-20.646,-88.433,-1.352,-1476,33,31,34
-20.663,-88.426,-1.332,-1599,33,31,34
-20.642,-88.414,-1.329,-1627,31,29,32
-20.625,-88.427,-1.329,-1596,31,29,30
-20.645,-88.427,-1.318,-1606,31,29,32
-20.626,-88.428,-1.318,-1670,31,29,30
-20.585,-88.414,-1.372,-1581,30,29,27
-20.588,-88.427,-1.35,-1498,30,29,25
-20.624,-88.422,-1.364,-1534,31,29,30
-20.605,-88.419,-1.366,-1453,29,28,26
-20.625,-88.423,-1.352,-1571,31,29,30
-20.606,-88.421,-1.355,-1499,30,29,27
-20.605,-88.419,-1.332,-1562,31,30,26
-20.605,-88.497,-1.259,-1499,31,32,27
-20.524,-88.472,-1.279,-1560,72,67,63
-20.562,-88.474,-1.26,-1586,37,36,32
-20.543,-88.472,-1.26,-1560,55,54,49
-20.525,-88.474,-1.257,-1624,45,46,41
-20.505,-88.474,-1.255,-1650,65,66,60
-20.502,-88.378,-1.311,-1568,37,32,29
-20.521,-88.297,-1.314,-1552,33,29,26
-20.556,-88.365,-1.37,-1602,30,28,29
-20.508,-88.323,-1.315,-1507,34,30,27
-20.512,-88.341,-1.327,-1532,34,30,29
-20.609,-88.357,-1.26,-1499,36,34,37
-20.529,-88.331,-1.293,-1539,39,34,30
-20.515,-88.352,-1.281,-1591,56,53,48
-20.511,-88.335,-1.292,-1539,48,41,35
-20.549,-88.338,-1.28,-1614,32,31,27
-20.531,-88.339,-1.281,-1548,39,35,32
-20.528,-88.246,-1.324,-1514,29,28,26
-20.543,-88.231,-1.324,-1620,30,29,25
-20.516,-88.276,-1.074,-1516,47,52,48
-20.643,-88.422,-1.181,-1639,41,41,39
-20.645,-88.431,-1.17,-1507,41,41,39
-20.56,-88.385,-1.225,-1558,28,28,30
-20.527,-88.485,-1.236,-1545,32,33,28
-20.562,-88.473,-1.237,-1480,28,30,27
-20.546,-88.484,-1.226,-1578,30,30,28
-20.508,-88.486,-1.244,-1658,65,66,60
-20.54,-88.462,-1.202,-1424,32,28,25
-20.614,-88.377,-1.238,-1616,29,28,33
-20.575,-88.449,-1.148,-1465,58,52,52
-20.574,-88.444,-1.136,-1511,58,52,52
-20.536,-88.442,-1.145,-1501,43,34,29
-20.563,-88.397,-1.18,-1607,34,28,30
-20.623,-88.417,-1.17,-1580,37,35,36
-20.586,-88.417,-1.167,-1535,42,33,36
-20.568,-88.419,-1.17,-1525,39,30,33
-20.595,-88.376,-1.183,-1529,37,31,35
-20.62,-88.403,-1.181,-1558,35,35,35
-20.601,-88.402,-1.171,-1588,41,32,37
-20.553,-88.434,-1.168,-1493,37,29,27
-20.551,-88.425,-1.145,-1462,47,39,36
-20.522,-88.301,-1.19,-1404,33,29,28
-20.591,-88.36,-1.24,-1445,27,29,28
-20.575,-88.369,-1.236,-1568,29,31,30
-20.576,-88.374,-1.224,-1522,27,27,29
-20.506,-88.312,-1.189,-1519,32,28,25
-20.526,-88.32,-1.132,-1491,52,45,39
-20.555,-88.444,-1.111,-1555,53,46,40
-20.575,-88.448,-1.113,-1537,58,53,50
-20.512,-88.258,-1.006,-1483,73,70,65
-20.554,-88.281,-1.005,-1539,93,93,83
-20.538,-88.289,-1.001,-1437,89,89,81
-20.512,-88.176,-1.088,-1445,54,53,48
-20.551,-88.184,-1.042,-1522,85,73,61
-20.518,-88.202,-1.055,-1468,72,69,62
-20.533,-88.189,-1.038,-1457,99,90,81
-20.517,-88.2,-1.033,-1488,85,80,74
-20.501,-88.21,-1.039,-1409,65,64,60
-20.504,-88.223,-1.017,-1460,80,77,72
-20.521,-88.215,-1.022,-1527,82,77,71
-20.585,-88.17,-1.019,-1611,102,80,69
-20.567,-88.174,-1.018,-1442,101,81,70
-20.38,-88.25,-1.311,-1648,70,60,48
-20.436,-88.258,-1.278,-1489,53,49,40
-20.475,-88.421,-1.48,-1750,25,25,23
-20.457,-88.424,-1.437,-1511,33,29,30
-20.473,-88.415,-1.436,-1704,33,31,32
-20.473,-88.415,-1.425,-1622,36,32,33
-20.473,-88.252,-1.493,-1573,26,28,27
-20.478,-88.273,-1.471,-1724,27,27,27
-20.465,-88.301,-1.492,-1552,26,26,24
-20.474,-88.339,-1.417,-1711,27,25,26
-20.463,-88.291,-1.405,-1540,27,25,26
-20.426,-88.289,-1.423,-1593,35,31,32
-20.483,-88.462,-1.259,-1614,58,58,50
-20.418,-88.255,-1.27,-1504,56,52,43
-20.495,-88.347,-1.289,-1639,56,47,42
-20.14,-88.341,-1.368,-1735,31,30,26
-20.023,-88.399,-1.472,-1612,36,36,34
-20.128,-88.285,-1.435,-1753,44,40,41
-20.027,-88.255,-1.399,-1637,41,32,33
-20.104,-88.264,-1.437,-1635,39,35,36
-20.383,-88.026,-1.286,-1752,51,42,33
-20.396,-88.16,-1.487,-1750,24,24,22
-20.468,-88.233,-1.46,-1598,27,27,27
-20.469,-88.235,-1.438,-1537,27,27,29
-20.446,-88.219,-1.457,-1570,27,27,27
-20.425,-88.207,-1.454,-1476,30,28,29
-20.409,-88.214,-1.455,-1511,31,27,28
-20.379,-88.166,-1.477,-1673,28,26,27
-20.378,-88.164,-1.454,-1625,31,27,28
-20.447,-88.224,-1.436,-1542,30,28,29
-20.39,-88.215,-1.4,-1686,34,26,23
-20.391,-88.217,-1.378,-1475,45,38,32
-20.451,-88.158,-1.395,-1622,28,26,29
-20.475,-88.181,-1.381,-1570,28,26,29
-20.451,-88.157,-1.384,-1512,28,26,29
-20.401,-88.179,-1.378,-1542,32,27,24
-20.42,-88.185,-1.4,-1535,29,25,24
-20.419,-88.179,-1.377,-1511,30,26,25
-20.435,-88.17,-1.382,-1507,28,24,25
-20.282,-88.151,-1.493,-1580,33,29,20
-20.347,-88.191,-1.45,-1625,32,26,26
-20.334,-88.133,-1.471,-1506,29,25,26
-20.372,-88.136,-1.488,-1514,27,25,26
-20.354,-88.138,-1.487,-1645,30,26,27
-20.352,-88.129,-1.475,-1539,31,27,28
-20.315,-88.131,-1.474,-1645,29,25,24
-20.319,-88.146,-1.453,-1598,36,26,25
-20.295,-88.125,-1.474,-1519,34,29,23
-20.265,-88.158,-1.487,-1576,49,38,34
-20.373,-88.219,-1.421,-1517,33,28,25
-20.316,-88.134,-1.43,-1661,44,33,31
